-50.35 -19.89   0.00   0.00   2.99   0.64   0.00   0.00   0.00   2.51   2.79  23.15   5.01   1.36   0.00   0.00   0.00   2.77   0.00   0.00   0.00   1.79   0.64   0.00   0.28   0.28   0.53   0.00   1.84   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-44.63 -21.28   0.00   0.00   3.93   1.55   0.00   0.00   0.00   4.60   8.96  19.63   5.68   9.32   1.27   0.00   0.00   1.13   0.40   0.00   0.80  18.17   8.21   0.00   4.51   0.00   0.00   4.75   1.05   5.63   4.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-48.16 -20.25   0.00   0.00   1.89   0.71   0.00   0.00   0.00   3.62   3.69  33.00   7.83   1.58   0.00   0.00   0.00   1.97   0.00   0.00   0.00   1.53   4.64   0.00   2.31   0.00   0.57   0.35   5.61   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-46.95 -21.60   0.00   0.00   2.13   0.61   0.00   0.00   0.00   2.14   3.92  21.70   4.73   1.78   0.00   0.00   0.00   3.51   0.00   0.00   0.21  10.60   4.08   0.00   3.71   0.00   1.10   1.22   7.35   1.07   1.08   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-45.04 -21.14   0.00   0.00   1.25   1.81   0.00   0.00   0.00   0.68   5.53   7.91   4.02   5.70   0.74   0.00   0.00   0.00   0.35   0.00   1.00  26.67   7.45   0.00   5.88   0.00   0.00   4.24   0.59   1.35   2.92   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-46.32 -20.67   0.00   0.00   3.05   1.90   0.00   0.00   0.00   0.33   6.84  15.63   3.59   2.28   0.00   0.00   0.00   0.32   0.74   0.00   0.00  19.69   2.55   0.00   3.47   0.00   0.00   7.34   6.86   3.20   1.97   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-49.18 -20.30   0.00   0.00   1.93   0.81   0.00   0.00   0.00   3.70   2.51  29.80   5.52   0.92   0.00   0.00   0.00   4.31   0.00   0.00   0.00   2.74   4.47   0.26   1.30   0.00   0.92   0.23   2.41   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-45.67 -21.59   0.00   0.00   5.40   2.36   0.00   0.00   0.00   5.89   8.01  28.00  13.02   3.54   0.41   0.22   0.00   8.80   0.00   0.00   0.79  18.10   4.10   0.00   2.39   0.00   0.00   7.37   9.32   5.45   2.59   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-48.18 -21.02   0.00   0.00   3.32   0.46   0.00   0.00   0.00   6.64   3.50  28.04   5.76   0.80   0.33   0.00   0.23   8.64   0.00   0.00   0.00   7.83   1.77   0.00   0.62   1.14   5.05   0.00   5.58   0.39   0.25   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-45.49 -21.61   0.00   0.00   6.89   1.64   0.00   0.00   0.00   4.28  10.48  30.50   8.01   4.38   0.00   0.21   0.00   5.90   1.50   0.00   1.57  15.88   7.11   0.00   3.15   0.00   0.00   7.14   7.56   7.16   4.16   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-48.55 -20.00   0.00   0.00   5.22   0.95   0.00   0.00   0.00   0.33   6.46  23.90   5.41   2.69   0.00   0.00   0.00   0.31   0.00   0.00   0.00   2.79   6.40   0.00   2.22   0.44   0.00   1.63   6.06   0.80   0.29   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-51.65 -26.00   0.44  25.60   1.25   0.00   0.00   0.00   2.77   0.00   2.02   3.00   0.93   7.85  35.00  27.03  11.92   1.26   0.00   0.00   0.74   0.47   0.00   0.00  13.46  31.46  17.43  25.45   0.32   1.06   0.52   0.00   0.00   0.40   4.63   6.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   6.45   0.00   0.00   4.31
-52.00 -25.78   0.00  29.38   0.82   0.00   0.00   0.26   3.54   0.00   1.50   5.10   0.78   6.45  22.75  35.98  21.14   0.86   0.00   0.00   1.14   0.00   0.00   0.00  16.88  24.71  20.98  12.15   0.00   1.22   0.00   0.00   0.00   0.53   5.03   7.04   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.20   0.00   0.00   4.89
-53.48 -25.53   0.00  24.34   0.26   0.00   0.00   0.00   1.82   0.00   1.62   1.66   0.32   6.85  19.39   6.22   6.78   0.00   0.00   0.00   2.15   0.00   0.00   0.00  17.12  10.89  21.05   2.43   0.00   0.67   0.00   0.00   0.00   1.27   5.33   7.57   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.23   0.00   0.00   2.71
-51.74 -25.49   0.00  15.51   0.87   0.00   0.00   0.00   1.73   0.00   1.19   0.78   0.47  12.98  16.53  17.04  16.25   2.34   0.00   0.00   5.25   0.64   0.00   0.00   3.33   3.39   5.19  11.81   0.00   0.49   0.60   0.00   0.00   0.21   2.23   4.42   0.00   0.00   0.00   0.00   0.00   0.00   0.00   3.79   0.00   0.00   4.84
-51.08 -26.23   0.45  18.32   3.84   0.00   0.00   0.00   2.91   0.00   4.90   2.66   0.75   5.02  14.10   5.80  11.02   2.29   0.00   0.00   0.00   1.02   0.00   0.00   4.60  21.49   8.75  13.12   0.58   3.42   0.51   0.00   0.00   0.00   0.00   1.47   0.00   0.00   0.00   0.00   0.00   0.00   0.00   5.70   0.00   0.00   0.26
-53.74 -24.19   0.00  17.41   0.22   0.00   0.00   0.00   1.10   0.86   1.88   0.54   0.00  17.17   4.60   0.57   4.08   0.30   0.00   0.00   4.21   0.33   0.00   0.00   6.03   9.54   1.26   0.80   1.15   0.61   0.00   0.00   0.00   0.00   0.78   7.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.43   0.00   0.00   1.13
-54.56 -22.97   0.00  15.31   0.00   0.00   0.00   0.00  12.00   0.00   0.00   0.00   0.51   0.70   0.00   0.00   0.69   0.00   0.00   0.00   0.52   0.00   0.00   0.00   0.00   6.22   1.17   2.76  21.88   0.00   0.00   0.00   0.00   0.00   0.00  19.53   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.31
-54.58 -25.42   0.00  17.96   0.00   0.00   0.00   0.00   1.89   0.00   0.57   0.42   0.39   4.08   1.31   0.00   1.23   0.00   0.00   0.00   3.17   0.00   0.00   0.00   8.73   8.76  14.98   8.96  15.96   0.24   0.00   0.00   0.00   0.00   0.68  11.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.49
-53.53 -22.38   0.00  11.16   0.00   0.00   0.00   0.00   0.58   0.00   0.00   1.05   0.54   0.29   0.00   0.00   0.25   0.67   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.24   5.38   2.83  20.28   0.00   0.00   0.00   0.00   0.00   0.00  18.86   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-53.17 -23.18   0.00  10.56   0.28   0.00   0.00   0.00   3.00   2.35   3.65   1.47   0.36  11.13   1.67   0.73   1.65   0.21   0.00   0.00   2.45   1.85   0.00   0.00   0.37   6.10   5.50   3.12   2.88   1.16   0.00   0.00   0.00   0.00   0.00   1.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.34   0.00   0.00   0.92
-48.54 -17.99   0.00   0.00   0.00   2.89   0.29   0.00   0.00   0.00  16.34   1.71   1.09   0.00   0.00   0.00   0.00   0.00   0.00   2.17   0.00   3.32   5.28   0.50   5.24   1.01   0.00   0.00   0.00   4.88   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-48.67 -16.15   0.00   0.00   0.00   2.63   0.73   0.00   0.00   0.00  16.92   2.38   0.28   0.00   0.31   0.00   0.00   0.00   0.29   2.79   0.00   6.41   8.55   0.42  10.10   0.83   0.00   0.00   0.00   6.87   0.27   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-47.98 -18.45   0.00   0.00   0.00   3.25   0.00   0.00   0.00   0.00   2.56   8.46   1.73   1.84   0.00   0.00   0.00   0.00   0.24   2.99   0.00   1.99   4.25   1.21   4.17   0.48   0.00   1.05   4.32   3.97   0.95   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-49.10 -18.42   0.00   0.00   1.10   3.38   0.00   0.00   0.00   0.00   8.42   9.21   2.00   1.05   0.00   0.00   0.00   0.00   0.00   0.35   0.00   1.11   3.62   0.23   2.38   0.99   0.00   0.00   2.67   2.75   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-47.70 -19.13   0.00   0.00   1.53   3.00   0.00   0.00   0.00   0.00   2.94  18.62   2.88   3.56   0.00   0.00   0.00   0.00   0.25   0.40   0.00   3.05   9.48   0.21   2.63   0.21   0.00   1.67  15.06   1.80   0.47   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-50.16 -18.07   0.00   0.00   1.91   2.57   0.00   0.00   0.00   0.97  10.10   1.56   0.83   0.74   0.00   0.00   0.00   1.57   0.00   0.00   0.00   1.40   3.01   2.87   1.35   1.75   0.00   0.00   0.00   1.53   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
