-50.35 -19.89   0.00   0.00   2.31  14.40   0.00   0.00   0.00   0.00   0.00   4.09   5.92   3.42   0.00   0.00   0.00   5.52   0.00   0.00   0.00   0.00   0.52   2.40   0.00  29.00   4.51   0.00   0.00   0.62  20.02   7.71   1.83   5.20   0.00  13.89   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.64   0.35
-44.63 -21.28   0.00   0.00   0.71   9.64   0.00   0.00   0.00   0.00   1.65   6.33   6.51   9.72   0.43   0.00   0.00   4.42   5.55   0.00   0.00   0.00   0.00  19.20   0.00  17.92  17.54   0.00   0.98   0.36   1.76   1.30   0.00   0.00   0.00   0.00   2.63   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.54
-48.16 -20.25   0.00   0.00   3.81   5.66   0.00   0.00   0.00   0.00   0.00   4.04   3.05   1.83   0.00   0.00   0.00  10.93   0.23   0.00   0.00   0.00   0.56   5.43   0.00  24.15   5.25   0.00   0.00   0.00  14.98  17.61   1.12   0.00   0.00  10.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.60
-46.95 -21.60   0.00   0.00   2.16   5.05   0.00   0.00   0.00   0.80   1.96   2.21   6.30   2.41   0.00   0.00   0.00  17.04   1.85   0.00   0.00   0.00   0.22   6.79   0.00  17.95   1.02   0.00   0.00   0.42  14.77  12.67   0.75   0.00   0.00   3.80   0.35   0.00   0.00   0.00   0.00   2.32   0.00   0.00   0.00   0.24   2.02
-45.04 -21.14   0.00   0.00   0.00   7.19   0.00   0.00   0.00   0.00   0.21   7.68   5.81   5.81   0.00   0.00   0.00  11.47   1.22   0.00   0.00   0.00   0.61  12.09   0.00  24.16  11.77   0.00   0.97   0.58   1.98   3.41   0.55   0.00   0.00   0.48   1.80   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.40
-46.32 -20.67   0.00   0.00   1.01   6.34   0.00   0.00   0.00   0.37   0.43   5.96   1.39   2.74   0.00   0.00   0.00   9.83   0.61   0.00   0.00   0.00   0.40   8.70   0.00  14.76   7.63   0.00   0.24   1.08  10.45   6.48   2.34   0.00   0.00   2.35   0.43   0.00   0.00   0.00   0.00   0.56   0.00   0.00   0.00   0.00   2.06
-49.18 -20.30   0.00   0.00   3.87   7.71   0.00   0.00   0.00   0.00   0.26   2.06   5.53   1.34   0.00   0.33   0.26  10.48   0.22   0.00   0.00   0.00   0.75   2.31   0.00  26.16   3.32   0.00   0.00   0.26  14.01  14.27   0.75   1.02   0.00  11.78   0.00   0.00   0.00   0.00   0.00   0.26   0.00   0.00   0.00   0.27   0.57
-45.67 -21.59   0.00   0.00   2.31  10.55   0.42   0.00   0.00   1.48   2.59  10.39   6.77   5.20   0.00   0.52   0.00  13.68   8.91   0.00   0.00   0.00   2.80  16.29   0.00  15.41   2.55   0.00   0.30   0.99  10.10   3.57   0.47   0.00   0.00   1.85   2.42   0.00   0.00   0.00   0.00   6.06   0.00   0.00   0.00   1.04   7.55
-48.18 -21.02   0.00   0.00   0.45  10.05   0.36   0.00   0.00   0.46   1.54   4.60   5.89   1.48   0.00   0.35   0.22  18.01   0.50   0.00   0.00   0.00   3.40   9.13   0.00  13.85   0.39   0.00   0.00   0.81  15.16  15.06   0.51   0.00   0.00   8.38   0.40   0.00   0.00   0.00   0.00   2.55   0.00   0.00   0.00   1.64   1.85
-45.49 -21.61   0.00   0.00   1.98   8.68   0.22   0.00   0.00   0.00   3.62  11.11  12.86   6.57   0.00   0.00   0.00  12.34   7.62   0.00   0.00   0.00   1.76  23.34   0.00  18.98   7.03   0.00   0.58   1.25   7.44   4.23   0.36   0.00   0.00   1.47   4.42   0.00   0.00   0.00   0.00   1.62   0.00   0.00   0.00   0.00   6.60
-48.55 -20.00   0.00   0.00   0.35   5.22   0.00   0.00   0.00   0.00   0.00   3.99   1.90   3.93   0.00   0.00   0.27   3.16   0.56   0.00   0.00   0.00   0.00   5.10   0.00   7.23   4.99   0.00   0.40   0.36  16.41  11.08   0.66   1.32   0.00  14.96   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.16
-51.65 -26.00   0.00   8.76   0.00   5.88   0.29   1.33   6.66   6.33   0.00   1.67  23.65   0.43   1.03   2.81  20.01   1.26   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  32.51   6.69   0.00   0.00   0.00   6.63   2.54   0.00   0.00   0.00   0.00  18.78  27.78  17.79  17.13  29.58   4.71   1.23
