-50.35 -19.89   0.00   0.00   0.00   2.83   0.00   0.00   0.00   0.00   0.54   2.79  10.64   1.27   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   4.39   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.06   1.12   9.19   2.04   0.62  20.12   0.49   0.00   0.00   0.00   0.00   0.00
-44.63 -21.28   0.00   0.00   0.00   0.65   0.43   0.00   0.00   0.00   3.12  18.31  31.00  11.13   0.18   0.00   0.00   0.00   0.00   0.43   0.00   0.00   1.89   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.65  15.51  28.92   8.88   1.41   1.35   0.00   0.43   0.28
-48.16 -20.25   0.00   0.00   0.00   1.98   0.00   0.00   0.00   0.00   2.35  15.98  33.00   1.15   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.16   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.74   1.69  33.00   2.15   0.00   0.00   0.00   0.00   0.00
-46.95 -21.60   0.00   0.00   0.00   2.12   0.88   0.00   0.00   0.00  17.47  17.42  27.74   0.29   0.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00   3.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  21.78   7.04  20.90   2.22   0.26   0.00   0.00   0.00   0.00
-45.04 -21.14   0.00   0.00   0.00   0.24   0.74   0.00   0.00   0.00   0.50  10.69  26.53  14.28   0.19   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.76   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.92  11.24  18.54  12.00   5.86   1.14   0.00   0.00   0.00
-46.32 -20.67   0.00   0.00   0.00   1.05   1.23   0.00   0.00   0.00   3.29  19.07  23.22  13.42   0.36   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.29   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   5.22   3.43  25.23   7.29   2.42   0.36   0.00   0.00   0.00
-49.18 -20.30   0.00   0.00   0.00   2.08   0.00   0.00   0.00   0.00   4.46  11.65  16.94   0.50   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   4.56   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.54   3.14   1.52  24.57   1.29   0.00   0.00   0.00   0.00   0.00
-45.67 -21.59   0.00   0.00   0.00   2.45   0.95   0.00   0.00   0.00  17.39  19.91  28.00   3.00   0.33   0.00   0.00   0.00   0.00   0.88   0.00   0.00   8.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   3.57   0.66  28.00   5.56  28.00   9.54   4.20   0.39   0.00   0.00   0.00
-48.18 -21.02   0.00   0.00   0.00   3.25   1.41   0.00   0.00   0.00  16.02   9.83   9.00   0.36   0.00   0.00   0.00   0.00   0.00   0.41   0.00   0.00   6.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.53   3.43  11.58   2.67  14.61   0.86   0.28   0.00   0.00   0.00   0.00
-45.49 -21.61   0.00   0.00   0.00   3.02   0.89   0.00   0.00   0.00   7.37  24.19  32.00   5.10   0.64   0.00   0.00   0.00   0.00   0.99   0.00   0.00   8.82   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   8.67   6.82  32.00   6.56   5.49   0.23   0.00   0.00   0.00
-48.55 -20.00   0.00   0.00   0.00   0.23   0.00   0.00   0.00   0.00   0.63  21.05  28.00  10.17   0.27   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.64   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.67   3.24  28.00   5.55   0.42   0.00   0.00   0.00   0.00
-51.65 -26.00   0.00  20.34   0.00   0.69  11.49   0.38   0.00   5.84   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.27   6.20   0.27   1.34  22.13   0.00   0.00   0.00   0.00   0.00   0.00   0.44   0.00   0.00   0.00   0.00   0.00   0.00   1.89  24.45  28.75   7.39   0.34   0.34   0.00   0.00   0.00   0.00   0.00   0.00
-52.00 -25.78   0.00  24.13   0.00   0.88  15.53   0.23   0.30   4.81   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.37   6.11   0.00   1.34  25.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.46  13.94  16.85   5.74   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-53.48 -25.53   0.00  18.97   0.00   0.25   4.75   0.00   0.00   5.48   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.96   5.39   0.00   2.75  26.47   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.85   5.87   9.36   8.18   5.34   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-51.74 -25.49   0.00  17.99   0.00   0.76   9.09   0.00   0.00  35.73   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   5.12   0.00   2.20  31.33   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.58  21.60  29.39   2.72   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-51.08 -26.23   0.00  14.10   0.00   0.00   3.34   0.29   0.00  22.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.28   5.73   0.44   1.50  22.00   0.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   4.52  22.00  22.00   8.24   0.46   0.52   1.35   0.00   0.00   0.22   0.00   0.00
-53.74 -24.19   0.00  17.86   0.25   1.92   5.83   0.00   0.00  25.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.90   0.00   6.67  16.38   0.31   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.15  11.59  12.16   1.60   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
-54.56 -22.97   0.00  18.47   9.31   1.12   0.00   0.00   0.00   3.83   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.72   0.00   2.54  14.48   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.70   2.30  30.00   4.37   0.32   0.37   2.72   0.00   0.00   0.00   0.00   0.00   0.00
-54.58 -25.42   0.00  14.64   5.78   3.98   1.16   0.00   0.00   8.74   0.83   0.75   0.77   0.00   0.00   0.00   0.00   0.00   1.46   0.00   5.85  13.52   0.29   0.00   0.00   0.00   0.00   0.00   0.41   0.00   0.00   0.00   0.00   0.00   0.92   2.56  12.18   6.44   1.41   0.00   1.31   0.00   0.00   0.00   0.00   0.00   0.00
-53.53 -22.38   0.00  10.76   2.55   1.19   0.00   0.00   0.00   5.19   5.38   1.75   3.38   0.00   0.00   0.00   0.00   0.00   0.20   0.00   0.20   9.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.24   6.57  11.08   5.26   0.75   0.23   5.47   0.00   0.00   0.00   0.00   0.00   0.00
-53.17 -23.18   0.00  17.38   5.30   3.93   9.59   0.00   0.00  24.00   0.53   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.98   0.00   2.86  17.08   0.49   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.01  20.16  24.00   2.86   0.00   0.30   0.00   0.00   0.00   0.00   0.00   0.00
-48.54 -17.99   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.62   3.01  23.00   0.43   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.43  15.66   5.23   1.62   0.00   0.00   0.00   0.27
-48.67 -16.15   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.76  19.60   0.31   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.28   0.00   1.38   7.71   6.63   3.58   0.00   0.00   0.00   0.31
-47.98 -18.45   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  10.32  13.09  18.59   0.32   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.79  17.08   5.31   0.74   0.00   0.00   0.00   0.48
-49.10 -18.42   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   8.47  22.97  10.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.58  18.24   4.80   0.27   0.00   0.00   0.00   0.00
-47.70 -19.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  17.53  28.14  11.77   0.09   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.87  25.65   5.70   0.40   0.00   0.00   0.00   0.00
-50.16 -18.07   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.41  16.67  16.33   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   3.84   0.50   3.91   1.09   4.20  18.57   4.58   0.26   0.00   0.00   0.00   0.00
-47.68 -18.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.17   1.83  25.17   0.33   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.25   2.60   4.32   3.12   0.00   0.00   0.00   0.47
-50.50 -19.02   0.00   0.00   0.00   0.37   0.00   0.00   0.00   0.00   0.00   7.87  21.24  12.76   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.39   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   2.92   0.21   3.71   1.12   2.35  16.97   3.74   0.28   0.00   0.00   0.00   0.00
